Sentence #,Word,Tag
Sentence: 0,Brian,B-per
Sentence: 0,Allen,I-per
Sentence: 0,narrates,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Alex,B-per
Sentence: 0,Villarreal,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Carol,B-per
Sentence: 0,Pearson,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Mandy,B-per
Sentence: 0,Clark,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Paul,B-per
Sentence: 0,Sisco,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Russia,B-geo
Sentence: 0,backed,O
Sentence: 0,Mr.,B-per
Sentence: 1,Yushchenko,B-geo
Sentence: 1,'s,O
Sentence: 1,opponent,O
Sentence: 1,.,O
Sentence: 0,Subsequent,O
Sentence: 0,constitutional,O
Sentence: 0,reforms,O
Sentence: 0,restored,O
Sentence: 0,relative,O
Sentence: 0,political,O
Sentence: 0,stability,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Mil,B-per
Sentence: 0,Arcega,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Niger,B-gpe
Sentence: 0,:,O
Sentence: 0,154th,O
Sentence: 0,.,O
Sentence: 0,Privatization,O
Sentence: 0,goals,O
Sentence: 0,remain,O
Sentence: 0,limited,O
Sentence: 0,.,O
Sentence: 0,Three,O
Sentence: 0,hundred,O
Sentence: 0,thousand,O
Sentence: 0,people,O
Sentence: 0,fled,O
Sentence: 0,westward,O
Sentence: 0,.,O
Sentence: 0,Mining,O
Sentence: 0,equipment,O
Sentence: 0,hit,O
Sentence: 0,rock,O
Sentence: 0,bottom,O
Sentence: 0,.,O
Sentence: 0,Diapers,O
Sentence: 0,remained,O
Sentence: 0,unchanged,O
Sentence: 0,.,O
Sentence: 0,Malawi,B-geo
Sentence: 0,'s,O
Sentence: 0,high,O
Sentence: 0,court,O
Sentence: 0,reinstated,O
Sentence: 0,Chilumpha,B-per
Sentence: 0,last,O
Sentence: 0,month,O
Sentence: 0,.,O
Sentence: 0,Jim,B-per
Sentence: 0,Bertel,I-per
Sentence: 0,narrates,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Paul,B-per
Sentence: 0,Sisco,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Local,O
Sentence: 0,officials,O
Sentence: 0,blamed,O
Sentence: 0,Kurdish,O
Sentence: 0,separatists,O
Sentence: 0,.,O
Sentence: 0,Amy,B-per
Sentence: 0,Katz,I-per
Sentence: 0,Narrates,O
Sentence: 0,.,O
Sentence: 0,John,B-per
Sentence: 0,Garang,I-per
Sentence: 0,Carol,B-per
Sentence: 0,Pearson,I-per
Sentence: 0,narrates,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,I-org
Sentence: 0,Mil,B-per
Sentence: 0,Arcega,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Jeff,B-per
Sentence: 0,Swicord,I-per
Sentence: 0,Reports,O
Sentence: 0,.,O
Sentence: 0,Mohamed,B-per
Sentence: 0,ElBaradei,I-per
Sentence: 0,told,O
Sentence: 0,reporters,O
Sentence: 0,Russia,B-geo
Sentence: 0,'s,O
Sentence: 0,foreign,O
Sentence: 0,minister,O
Sentence: 0,made,O
Sentence: 0,similar,O
Sentence: 0,comments,O
Sentence: 0,Monday,B-tim
Sentence: 0,.,O
Sentence: 0,Many,O
Sentence: 0,mourners,O
Sentence: 0,chanted,O
Sentence: 0,anti-Syrian,O
Sentence: 0,slogans,O
Sentence: 0,.,O
Sentence: 0,Meanwhile,O
Sentence: 0,",",O
Sentence: 0,violence,O
Sentence: 0,across,O
Sentence: 0,Iraq,B-geo
Sentence: 0,continues,O
Sentence: 0,.,O
Sentence: 0,"""",O
Sentence: 0,One,O
Sentence: 0,good,O
Sentence: 0,turn,O
Sentence: 0,deserves,O
Sentence: 0,another,O
Sentence: 0,.,O
Sentence: 1,"""",O
Sentence: 0,Thursday,B-tim
Sentence: 0,.,O
Sentence: 0,Russia,B-geo
Sentence: 0,backed,O
Sentence: 0,Mr.,B-per
Sentence: 1,Yushchenko,B-geo
Sentence: 1,'s,O
Sentence: 1,opponent,O
Sentence: 0,Five,O
Sentence: 0,workers,O
Sentence: 0,remain,O
Sentence: 0,missing,O
Sentence: 0,.,O
Sentence: 0,Ruth,B-per
Sentence: 0,Reader,I-per
Sentence: 0,narrates,O
Sentence: 0,.,O
Sentence: 0,Neighboring,O
Sentence: 0,Russia,B-geo
Sentence: 0,opposes,O
Sentence: 0,Georgia,B-geo
Sentence: 0,'s,O
Sentence: 0,NATO,B-org
Sentence: 0,membership,O
Sentence: 0,aspirations,O
Sentence: 0,.,O
Sentence: 0,Ojedokun,B-geo
Sentence: 0,",",O
Sentence: 0,Tuesday,B-tim
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Carolyn,B-per
Sentence: 0,Weaver,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Carol,B-per
Sentence: 0,Pearson,I-per
Sentence: 0,explains,O
Sentence: 0,.,O
Sentence: 0,Fifteen,O
Sentence: 0,dollars,O
Sentence: 0,.,O
Sentence: 0,Benin,B-geo
Sentence: 0,'s,O
Sentence: 0,constitution,O
Sentence: 0,grants,O
Sentence: 0,lawmakers,O
Sentence: 0,four-year,O
Sentence: 0,terms,O
Sentence: 0,.,O
Sentence: 0,European,O
Sentence: 0,markets,O
Sentence: 0,also,O
Sentence: 0,posted,O
Sentence: 0,strong,O
Sentence: 0,gains,O
Sentence: 0,.,O
Sentence: 0,Murray,B-per
Sentence: 0,ousted,O
Sentence: 0,third-seeded,O
Sentence: 0,American,O
Sentence: 0,Ginepri,B-per
Sentence: 0,(,O
Sentence: 0,04-Jun,O
Sentence: 0,",",O
Sentence: 0,06-Apr,O
Sentence: 0,",",O
Sentence: 0,06-Mar,O
Sentence: 0,),O
Sentence: 0,.,O
Sentence: 0,IRAQ-POVERTY,B-eve
Sentence: 0,(,O
Sentence: 0,Washington,B-geo
Sentence: 0,),O
Sentence: 0,"""",O
Sentence: 0,Little,O
Sentence: 0,friends,O
Sentence: 0,may,O
Sentence: 0,prove,O
Sentence: 0,great,O
Sentence: 0,friends,O
Sentence: 0,.,O
Sentence: 1,"""",O
Sentence: 0,Also,O
Sentence: 0,Tuesday,B-tim
Sentence: 0,",",O
Sentence: 0,two,O
Sentence: 0,rockets,O
Sentence: 0,hit,O
Sentence: 0,central,O
Sentence: 0,Kabul,B-geo
Sentence: 0,",",O
Sentence: 0,injuring,O
Sentence: 0,three,O
Sentence: 0,people,O
Sentence: 0,.,O
Sentence: 0,Another,O
Sentence: 0,benchmark,O
Sentence: 0,oil,O
Sentence: 0,price,O
Sentence: 0,",",O
Sentence: 0,Brent,B-per
Sentence: 0,crude,O
Sentence: 0,",",O
Sentence: 0,fell,O
Sentence: 0,even,O
Sentence: 0,lower,O
Sentence: 0,.,O
Sentence: 0,UN,B-org
Sentence: 0,Secretary-General,B-per
Sentence: 0,Kofi,I-per
Sentence: 0,Annan,I-per
Sentence: 0,Moodie,B-org
Sentence: 0,next,O
Sentence: 0,faces,O
Sentence: 0,French,B-gpe
Sentence: 0,sixth-seed,O
Sentence: 0,Sebastien,B-per
Sentence: 0,Grosjean,I-per
Sentence: 0,.,O
Sentence: 0,American,B-org
Sentence: 0,Kevin,B-per
Sentence: 0,Kim,I-per
Sentence: 0,ousted,O
Sentence: 0,compatriot,O
Sentence: 0,Scott,B-per
Sentence: 0,Oudsema,I-per
Sentence: 0,",",O
Sentence: 0,06-Jan,B-geo
Sentence: 0,",",O
Sentence: 0,06-Mar,B-geo
Sentence: 0,.,O
Sentence: 0,Dravid,B-org
Sentence: 0,'s,O
Sentence: 0,117-ball,O
Sentence: 0,knock,O
Sentence: 0,contained,O
Sentence: 0,seven,O
Sentence: 0,boundaries,O
Sentence: 0,.,O
Sentence: 0,Paige,B-per
Sentence: 0,Kollock,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Daimler,B-org
Sentence: 0,announced,O
Sentence: 0,"8,500",O
Sentence: 0,production,O
Sentence: 0,job,O
Sentence: 0,cuts,O
Sentence: 0,last,O
Sentence: 0,year,O
Sentence: 0,.,O
Sentence: 0,Mr.,B-per
Sentence: 1,Karzai,I-per
Sentence: 1,escaped,O
Sentence: 1,unharmed,O
Sentence: 1,.,O
Sentence: 0,Al-Qaida,B-org
Sentence: 0,'s,O
Sentence: 0,North,B-geo
Sentence: 0,African,B-gpe
Sentence: 0,wing,O
Sentence: 0,later,O
Sentence: 0,claimed,O
Sentence: 0,responsibility,O
Sentence: 0,.,O
Sentence: 0,George,B-per
Sentence: 0,W.,I-per
Sentence: 1,Bush,I-per
Sentence: 0,Significant,O
Sentence: 0,informal,O
Sentence: 0,market,O
Sentence: 0,activity,O
Sentence: 0,flourishes,O
Sentence: 0,.,O
Sentence: 0,Recep,B-per
Sentence: 0,Tayyip,I-per
Sentence: 0,Erdogan,I-per
Sentence: 0,Dairy,O
Sentence: 0,farming,O
Sentence: 0,supports,O
Sentence: 0,domestic,O
Sentence: 0,consumption,O
Sentence: 0,;,O
Sentence: 0,crops,O
Sentence: 0,furnish,O
Sentence: 0,winter,O
Sentence: 0,fodder,O
Sentence: 0,.,O
Sentence: 0,British,B-gpe
Sentence: 0,authorities,O
Sentence: 0,detained,O
Sentence: 0,23,O
Sentence: 0,people,O
Sentence: 0,last,O
Sentence: 0,week,O
Sentence: 0,.,O
Sentence: 0,Jury,O
Sentence: 0,selection,O
Sentence: 0,started,O
Sentence: 0,Monday,B-tim
Sentence: 0,.,O
Sentence: 0,Elaine,B-per
Sentence: 0,Lu,I-per
Sentence: 0,narrates,O
Sentence: 0,.,O
Sentence: 0,Authorities,O
Sentence: 0,say,O
Sentence: 0,U.S.,B-geo
Sentence: 1,troops,O
Sentence: 1,supported,O
Sentence: 1,local,O
Sentence: 1,forces,O
Sentence: 1,.,O
Sentence: 0,Tibetan,B-gpe
Sentence: 0,leader,O
Sentence: 0,cancels,O
Sentence: 0,foreign,O
Sentence: 0,travel,O
Sentence: 0,.,O
Sentence: 0,Gang,O
Sentence: 0,members,O
Sentence: 0,also,O
Sentence: 0,attacked,O
Sentence: 0,police,O
Sentence: 0,stations,O
Sentence: 0,.,O
Sentence: 0,Iran,B-geo
Sentence: 0,'s,O
Sentence: 0,newly,O
Sentence: 0,elected,O
Sentence: 0,President,B-per
Sentence: 0,Mahmoud,I-per
Sentence: 0,Ahmadinejad,I-per
Sentence: 0,Japanese,B-gpe
Sentence: 0,tourists,O
Sentence: 0,predominate,O
Sentence: 0,.,O
Sentence: 0,Mr.,B-per
Sentence: 1,Chen,I-per
Sentence: 1,told,O
Sentence: 1,reporters,O
Sentence: 0,Bolton,B-per
Sentence: 0,labeled,O
Sentence: 0,Maduro,B-geo
Sentence: 0,'s,O
Sentence: 0,actions,O
Sentence: 0,"""",O
Sentence: 0,propaganda,O
Sentence: 0,.,O
Sentence: 1,"""",O
Sentence: 0,Questions,O
Sentence: 0,?,O
Sentence: 0,...,O
Sentence: 0,Bermet,B-per
Sentence: 0,Akayeva,I-per
Sentence: 0,Many,O
Sentence: 0,others,O
Sentence: 0,remain,O
Sentence: 0,missing,O
Sentence: 0,.,O
Sentence: 0,Another,O
Sentence: 0,Swiss,B-gpe
Sentence: 0,athlete,O
Sentence: 0,",",O
Sentence: 0,Daniela,B-per
Sentence: 0,Meuli,I-per
Sentence: 0,",",O
Sentence: 0,finished,O
Sentence: 0,third,O
Sentence: 0,.,O
Sentence: 0,Near,B-tim
Sentence: 0,Baghdad,B-geo
Sentence: 0,",",O
Sentence: 0,separate,O
Sentence: 0,attacks,O
Sentence: 0,killed,O
Sentence: 0,13,O
Sentence: 0,people,O
Sentence: 0,",",O
Sentence: 0,including,O
Sentence: 0,six,O
Sentence: 0,Iraqi,B-gpe
Sentence: 0,police,O
Sentence: 0,officers,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Carolyn,B-per
Sentence: 0,Presutti,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Lower,O
Sentence: 0,ranking,O
Sentence: 0,employees,O
Sentence: 0,face,O
Sentence: 0,smaller,O
Sentence: 0,cuts,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Jessica,B-per
Sentence: 0,Berman,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Nnamdi,B-per
Sentence: 0,Moweta,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,London,B-geo
Sentence: 0,prices,O
Sentence: 0,also,O
Sentence: 0,rose,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Chris,B-per
Sentence: 0,Simkins,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Carolyn,B-per
Sentence: 0,Presutti,I-per
Sentence: 0,explains,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Melinda,B-per
Sentence: 0,Smith,I-per
Sentence: 0,explains,O
Sentence: 0,.,O
Sentence: 0,Two,O
Sentence: 0,U.S.,B-geo
Sentence: 1,soldiers,O
Sentence: 1,received,O
Sentence: 1,minor,O
Sentence: 1,injuries,O
Sentence: 1,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Deborah,B-per
Sentence: 0,Block,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Al-Qaida-linked,O
Sentence: 0,insurgents,O
Sentence: 0,claimed,O
Sentence: 0,responsibility,O
Sentence: 0,.,O
Sentence: 0,Theyab,B-per
Sentence: 0,escaped,O
Sentence: 0,unhurt,O
Sentence: 0,.,O
Sentence: 0,US,B-org
Sentence: 0,minimum,O
Sentence: 0,wage,O
Sentence: 0,laws,O
Sentence: 0,apply,O
Sentence: 0,.,O
Sentence: 0,Officials,O
Sentence: 0,said,O
Sentence: 0,Amer,B-per
Sentence: 0,Al-Enezi,I-per
Sentence: 0,died,O
Sentence: 0,late,O
Sentence: 0,Tuesday,B-tim
Sentence: 0,.,O
Sentence: 0,Indian,B-gpe
Sentence: 0,investigators,O
Sentence: 0,arrested,O
Sentence: 0,eight,O
Sentence: 0,suspects,O
Sentence: 0,.,O
Sentence: 0,Janice,B-per
Sentence: 0,Karpinski,I-per
Sentence: 0,Harbhajan,B-per
Sentence: 0,Singh,I-per
Sentence: 0,finished,O
Sentence: 0,Feb-88,O
Sentence: 0,.,O
Sentence: 0,Japan,B-geo
Sentence: 0,surrendered,O
Sentence: 0,unconditionally,O
Sentence: 0,shortly,O
Sentence: 0,afterwards,O
Sentence: 0,",",O
Sentence: 0,ending,O
Sentence: 0,World,O
Sentence: 0,War,O
Sentence: 0,Two,O
Sentence: 0,.,O
Sentence: 0,Nina-Maria,B-per
Sentence: 0,Potts,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Mr.,B-per
Sentence: 1,Peres,I-per
Sentence: 1,supported,O
Sentence: 1,Mr.,B-per
Sentence: 2,Sharon,I-per
Sentence: 2,'s,O
Sentence: 2,disengagement,O
Sentence: 2,plan,O
Sentence: 2,.,O
Sentence: 0,Venezuela,B-geo
Sentence: 0,'s,O
Sentence: 0,Citgo,B-org
Sentence: 0,Petroleum,I-org
Sentence: 0,Corporation,I-org
Sentence: 0,also,O
Sentence: 0,pledged,O
Sentence: 0,$,O
Sentence: 0,1,O
Sentence: 0,million,O
Sentence: 0,towards,O
Sentence: 0,relief,O
Sentence: 0,efforts,O
Sentence: 0,.,O
Sentence: 0,Denis,B-per
Sentence: 0,Gremelmayr,I-per
Sentence: 0,ousted,O
Sentence: 0,fellow,O
Sentence: 0,German,B-gpe
Sentence: 0,Bjorn,B-per
Sentence: 0,Phau,I-per
Sentence: 0,",",O
Sentence: 0,06-Apr,O
Sentence: 0,",",O
Sentence: 0,06-Mar,O
Sentence: 0,.,O
Sentence: 0,Mr.,B-per
Sentence: 1,Annan,I-per
Sentence: 1,urges,O
Sentence: 1,new,O
Sentence: 1,joint,O
Sentence: 1,action,O
Sentence: 1,",",O
Sentence: 1,including,O
Sentence: 1,tougher,O
Sentence: 1,inspection,O
Sentence: 1,rules,O
Sentence: 1,.,O
Sentence: 0,Nature,O
Sentence: 0,exceeds,O
Sentence: 0,nurture,O
Sentence: 0,.,O
Sentence: 0,Winds,O
Sentence: 0,reached,O
Sentence: 0,well,O
Sentence: 0,past,O
Sentence: 0,200,O
Sentence: 0,kilometers,O
Sentence: 0,per,O
Sentence: 0,hour,O
Sentence: 0,.,O
Sentence: 0,One,O
Sentence: 0,victim,O
Sentence: 0,remains,O
Sentence: 0,unidentified,O
Sentence: 0,.,O
Sentence: 0,VOA,B-org
Sentence: 0,'s,O
Sentence: 0,Nathan,B-per
Sentence: 0,King,I-per
Sentence: 0,reports,O
Sentence: 0,.,O
Sentence: 0,Leatherback,O
Sentence: 0,turtles,O
Sentence: 0,fascinate,O
Sentence: 0,ocean,O
Sentence: 0,researchers,O
Sentence: 0,.,O
Sentence: 0,Mr.,B-per
Sentence: 1,Bush,I-per
Sentence: 1,arrives,O
Sentence: 1,late,O
Sentence: 1,Sunday,B-tim
Sentence: 1,.,O
